# This is the large address book file.
# Each line of this file contains a phone book entry.
# The order of the data is: ID,   Name,   Telephone
# 
# Note: Lines starting with # are comments and should be ignored.
#
1297, Name1297, 0422221297
1298, Name1298, 0422221298
1299, Name1299, 0422221299
1300, Name1300, 0422221300
1301, Name1301, 0422221301
1302, Name1302, 0422221302
1303, Name1303, 0422221303
1304, Name1304, 0422221304
1305, Name1305, 0422221305
1306, Name1306, 0422221306
1307, Name1307, 0422221307
1308, Name1308, 0422221308
1309, Name1309, 0422221309
1310, Name1310, 0422221310
1311, Name1311, 0422221311
1312, Name1312, 0422221312
1313, Name1313, 0422221313
1314, Name1314, 0422221314
1315, Name1315, 0422221315
1316, Name1316, 0422221316
1317, Name1317, 0422221317
1318, Name1318, 0422221318
1319, Name1319, 0422221319
1320, Name1320, 0422221320
1321, Name1321, 0422221321
1322, Name1322, 0422221322
1323, Name1323, 0422221323
1324, Name1324, 0422221324
1325, Name1325, 0422221325
1326, Name1326, 0422221326
1327, Name1327, 0422221327
1328, Name1328, 0422221328
1329, Name1329, 0422221329
1330, Name1330, 0422221330
1331, Name1331, 0422221331
1332, Name1332, 0422221332
1333, Name1333, 0422221333
1334, Name1334, 0422221334
1335, Name1335, 0422221335
1336, Name1336, 0422221336
1337, Name1337, 0422221337
1338, Name1338, 0422221338
1339, Name1339, 0422221339
1340, Name1340, 0422221340
1341, Name1341, 0422221341
1342, Name1342, 0422221342
1343, Name1343, 0422221343
1344, Name1344, 0422221344
1345, Name1345, 0422221345
1346, Name1346, 0422221346
1347, Name1347, 0422221347
1348, Name1348, 0422221348
1349, Name1349, 0422221349
1350, Name1350, 0422221350
1351, Name1351, 0422221351
1352, Name1352, 0422221352
1353, Name1353, 0422221353
1354, Name1354, 0422221354
1355, Name1355, 0422221355
1356, Name1356, 0422221356
1357, Name1357, 0422221357
1358, Name1358, 0422221358
1359, Name1359, 0422221359
1360, Name1360, 0422221360
1361, Name1361, 0422221361
1362, Name1362, 0422221362
1363, Name1363, 0422221363
1364, Name1364, 0422221364
1365, Name1365, 0422221365
1366, Name1366, 0422221366
1367, Name1367, 0422221367
1368, Name1368, 0422221368
1369, Name1369, 0422221369
1370, Name1370, 0422221370
1371, Name1371, 0422221371
1372, Name1372, 0422221372
1373, Name1373, 0422221373
1374, Name1374, 0422221374
1375, Name1375, 0422221375
1376, Name1376, 0422221376
1377, Name1377, 0422221377
1378, Name1378, 0422221378
1379, Name1379, 0422221379
1380, Name1380, 0422221380
1381, Name1381, 0422221381
1382, Name1382, 0422221382
1383, Name1383, 0422221383
1384, Name1384, 0422221384
1385, Name1385, 0422221385
1386, Name1386, 0422221386
1387, Name1387, 0422221387
1388, Name1388, 0422221388
1389, Name1389, 0422221389
1390, Name1390, 0422221390
1391, Name1391, 0422221391
1392, Name1392, 0422221392
1393, Name1393, 0422221393
1394, Name1394, 0422221394
1395, Name1395, 0422221395
1396, Name1396, 0422221396
1397, Name1397, 0422221397
1398, Name1398, 0422221398
1399, Name1399, 0422221399
1400, Name1400, 0422221400
1401, Name1401, 0422221401
1402, Name1402, 0422221402
1403, Name1403, 0422221403
1404, Name1404, 0422221404
1405, Name1405, 0422221405
1406, Name1406, 0422221406
1407, Name1407, 0422221407
1408, Name1408, 0422221408
1409, Name1409, 0422221409
1410, Name1410, 0422221410
1411, Name1411, 0422221411
1412, Name1412, 0422221412
1413, Name1413, 0422221413
1414, Name1414, 0422221414
1415, Name1415, 0422221415
1416, Name1416, 0422221416
1417, Name1417, 0422221417
1418, Name1418, 0422221418
1419, Name1419, 0422221419
1420, Name1420, 0422221420
1421, Name1421, 0422221421
1422, Name1422, 0422221422
1423, Name1423, 0422221423
1424, Name1424, 0422221424
1425, Name1425, 0422221425
1426, Name1426, 0422221426
1427, Name1427, 0422221427
1428, Name1428, 0422221428
1429, Name1429, 0422221429
1430, Name1430, 0422221430
1431, Name1431, 0422221431
1432, Name1432, 0422221432
1433, Name1433, 0422221433
1434, Name1434, 0422221434
1435, Name1435, 0422221435
1436, Name1436, 0422221436
1437, Name1437, 0422221437
1438, Name1438, 0422221438
1439, Name1439, 0422221439
1440, Name1440, 0422221440
1441, Name1441, 0422221441
1442, Name1442, 0422221442
1443, Name1443, 0422221443
1444, Name1444, 0422221444
1445, Name1445, 0422221445
1446, Name1446, 0422221446
1447, Name1447, 0422221447
1448, Name1448, 0422221448
1449, Name1449, 0422221449
1450, Name1450, 0422221450
1451, Name1451, 0422221451
1452, Name1452, 0422221452
1453, Name1453, 0422221453
1454, Name1454, 0422221454
1455, Name1455, 0422221455
1456, Name1456, 0422221456
1457, Name1457, 0422221457
1458, Name1458, 0422221458
1459, Name1459, 0422221459
1460, Name1460, 0422221460
1461, Name1461, 0422221461
1462, Name1462, 0422221462
1463, Name1463, 0422221463
1464, Name1464, 0422221464
1465, Name1465, 0422221465
1466, Name1466, 0422221466
1467, Name1467, 0422221467
1468, Name1468, 0422221468
1469, Name1469, 0422221469
1470, Name1470, 0422221470
1471, Name1471, 0422221471
1472, Name1472, 0422221472
1473, Name1473, 0422221473
1474, Name1474, 0422221474
1475, Name1475, 0422221475
1476, Name1476, 0422221476
1477, Name1477, 0422221477
1478, Name1478, 0422221478
1479, Name1479, 0422221479
1480, Name1480, 0422221480
1481, Name1481, 0422221481
1482, Name1482, 0422221482
1483, Name1483, 0422221483
1484, Name1484, 0422221484
1485, Name1485, 0422221485
1486, Name1486, 0422221486
1487, Name1487, 0422221487
1488, Name1488, 0422221488
1489, Name1489, 0422221489
1490, Name1490, 0422221490
1491, Name1491, 0422221491
1492, Name1492, 0422221492
1493, Name1493, 0422221493
1494, Name1494, 0422221494
1495, Name1495, 0422221495
1496, Name1496, 0422221496
1497, Name1497, 0422221497
1498, Name1498, 0422221498
1499, Name1499, 0422221499
1500, Name1500, 0422221500
